Country,Year,VALUE
Mexico,2019,81880.0
Malta,2019,822.0
Montenegro,2019,45.0
Mongolia,2019,4688.0
Norway,2019,21032.0
New Zealand,2019,2942.0
Panama,2019,2666.0
Peru,2019,11515.0
Poland,2019,140031.0
Portugal,2019,30976.0
State of Palestine,2019,1088.0
Romania,2019,11341.0
Russian Federation,2019,250486.0
Singapore,2019,12363.0
El Salvador,2019,3636.0
Serbia,2019,2961.0
Slovakia,2019,2264.0
Slovenia,2019,3978.0
Sweden,2019,293383.0
Thailand,2019,9452.0
Trinidad and Tobago,2019,546.0
Ukraine,2019,31432.0
Uruguay,2019,7954.0
United States of America,2019,112700.0
Saint Vincent and the Grenadines,2019,1.0
Kosovo under UNSCR 1244,2019,658.0
Albania,2020,798.0
Antigua and Barbuda,2020,10.0
Australia,2020,11553.0
Austria,2020,54410.0
Azerbaijan,2020,2083.0
Belgium,2020,95733.0
Bulgaria,2020,1671.0
Bahamas,2020,546.0
Bosnia and Herzegovina,2020,543.0
Belize,2020,0.0
Bolivia (Plurinational State of),2020,1.0
Barbados,2020,148.0
Botswana,2020,189.0
Canada,2020,168370.0
Switzerland,2020,20759.0
Chile,2020,83963.0
Colombia,2020,78743.0
Costa Rica,2020,15169.0
Cyprus,2020,244.0
Czechia,2020,7952.0
Germany,2020,808074.0
Dominica,2020,7.0
Denmark,2020,53864.0
Dominican Republic,2020,4047.0
Ecuador,2020,29464.0
Spain,2020,360551.0
Estonia,2020,1845.0
Finland,2020,47132.0
France,2020,230854.0
United Kingdom (England and Wales),2020,828364.0
United Kingdom (Scotland),2020,15031.0
Greece,2020,4059.0
Grenada,2020,85.0
Guatemala,2020,95.0
Guyana,2020,50.0
Honduras,2020,238.0
Croatia,2020,2507.0
Hungary,2020,15451.0
Ireland,2020,5900.0
Iceland,2020,673.0
Israel,2020,18635.0
Italy,2020,353688.0
Jordan,2020,2687.0
Japan,2020,30468.0
Kenya,2020,555.0
Kyrgyzstan,2020,17750.0
Saint Kitts and Nevis,2020,13.0
Saint Lucia,2020,18.0
Liechtenstein,2020,176.0
Lithuania,2020,2688.0
Luxembourg,2020,1475.0
Latvia,2020,1731.0
"China, Macao Special Administrative Region",2020,1007.0
Morocco,2020,2552.0
Mexico,2020,81016.0
Malta,2020,812.0
Myanmar,2020,3268.0
Montenegro,2020,58.0
Mongolia,2020,4270.0
Norway,2020,18998.0
New Zealand,2020,2976.0
Oman,2020,885.0
Panama,2020,3440.0
Peru,2020,13342.0
Poland,2020,138187.0
Portugal,2020,37003.0
State of Palestine,2020,5504.0
Romania,2020,11222.0
Russian Federation,2020,329049.0
Singapore,2020,16524.0
El Salvador,2020,2991.0
Serbia,2020,2191.0
Slovakia,2020,1984.0
Slovenia,2020,3405.0
Sweden,2020,278954.0
Thailand,2020,9098.0
Trinidad and Tobago,2020,503.0
Ukraine,2020,25688.0
Uruguay,2020,10846.0
Saint Vincent and the Grenadines,2020,2.0
Kosovo under UNSCR 1244,2020,468.0
Albania,2021,921.0
Antigua and Barbuda,2021,4.0
Australia,2021,9380.0
Austria,2021,57407.0
Belgium,2021,101776.0
Bulgaria,2021,1639.0
Bahamas,2021,759.0
Bolivia (Plurinational State of),2021,6.0
Barbados,2021,83.0
Canada,2021,169342.0
Switzerland,2021,24087.0
Chile,2021,79348.0
Colombia,2021,106238.0
Costa Rica,2021,17602.0
Cyprus,2021,410.0
Czechia,2021,11715.0
Germany,2021,793622.0
Dominica,2021,41.0
Denmark,2021,45482.0
Ecuador,2021,38755.0
Spain,2021,363203.0
Estonia,2021,2852.0
Finland,2021,47474.0
France,2021,270511.0
United Kingdom (England and Wales),2021,965162.0
United Kingdom (Scotland),2021,16536.0
Greece,2021,8546.0
Grenada,2021,33.0
Guatemala,2021,124.0
Guyana,2021,31.0
Honduras,2021,258.0
Croatia,2021,2948.0
Hungary,2021,15458.0
Ireland,2021,15212.0
Iceland,2021,641.0
Israel,2021,18088.0
Italy,2021,440418.0
Jordan,2021,3552.0
Japan,2021,33353.0
Kenya,2021,509.0
Saint Kitts and Nevis,2021,10.0
Saint Lucia,2021,26.0
Liechtenstein,2021,184.0
Lithuania,2021,3278.0
Luxembourg,2021,2299.0
Latvia,2021,2973.0
"China, Macao Special Administrative Region",2021,1307.0
Mexico,2021,103521.0
Malta,2021,2377.0
Montenegro,2021,40.0
Norway,2021,18928.0
Panama,2021,5120.0
Peru,2021,20141.0
Poland,2021,176910.0
Portugal,2021,40205.0
Paraguay,2021,7509.0
State of Palestine,2021,965.0
Romania,2021,11920.0
Singapore,2021,25350.0
El Salvador,2021,5196.0
Serbia,2021,2699.0
Slovakia,2021,1911.0
Slovenia,2021,3488.0
Sweden,2021,258221.0
Thailand,2021,10947.0
Uruguay,2021,14679.0
United States of America,2021,906018.0
Holy See,2021,0.0
Saint Vincent and the Grenadines,2021,3.0
Albania,2022,969.0
Antigua and Barbuda,2022,24.0
Australia,2022,8417.0
Austria,2022,70429.0
Belgium,2022,113525.0
Bulgaria,2022,2299.0
Bahamas,2022,543.0
Bosnia and Herzegovina,2022,584.0
Bolivia (Plurinational State of),2022,5.0
Barbados,2022,119.0
Canada,2022,178775.0
Switzerland,2022,25762.0
Chile,2022,73443.0
Colombia,2022,132755.0
Costa Rica,2022,16566.0
Cyprus,2022,478.0
Czechia,2022,16100.0
Germany,2022,801412.0
Dominica,2022,27.0
Denmark,2022,57183.0
Algeria,2022,1376.0
Ecuador,2022,33671.0
Spain,2022,438207.0
Estonia,2022,2612.0
Finland,2022,53916.0
France,2022,259497.0
United Kingdom (Scotland),2022,16879.0
Greece,2022,10284.0
Grenada,2022,65.0
Guatemala,2022,50.0
Guyana,2022,40.0
Honduras,2022,439.0
Croatia,2022,3488.0
Hungary,2022,20844.0
Ireland,2022,10256.0
Iceland,2022,546.0
Israel,2022,19025.0
Italy,2022,410198.0
Jordan,2022,4060.0
Japan,2022,37928.0
Kenya,2022,474.0
Saint Kitts and Nevis,2022,18.0
Saint Lucia,2022,557.0
Liechtenstein,2022,197.0
Lithuania,2022,3968.0
Luxembourg,2022,4689.0
Latvia,2022,2334.0
"China, Macao Special Administrative Region",2022,1315.0
Morocco,2022,10738.0
Mexico,2022,112045.0
Malta,2022,1562.0
Myanmar,2022,2053.0
Montenegro,2022,39.0
Norway,2022,23048.0
Oman,2022,1671.0
Panama,2022,4858.0
Peru,2022,25687.0
Poland,2022,174543.0
Portugal,2022,44668.0
Paraguay,2022,8274.0
State of Palestine,2022,1082.0
Romania,2022,12269.0
Singapore,2022,33954.0
El Salvador,2022,6367.0
Serbia,2022,3340.0
Slovakia,2022,2122.0
Slovenia,2022,3661.0
Sweden,2022,248730.0
Thailand,2022,19350.0
Uruguay,2022,19744.0
United States of America,2022,920555.0
Holy See,2022,0.0
Saint Vincent and the Grenadines,2022,1.0
Armenia,2013,35.0
Austria,2013,7667.0
Canada,2013,6914.0
Colombia,2013,7303.0
Czechia,2013,1740.0
Germany,2013,180826.0
Dominican Republic,2013,488.0
Honduras,2013,1173.0
Italy,2013,29089.0
Lithuania,2013,955.0
"China, Macao Special Administrative Region",2013,292.0
Poland,2013,15282.0
Russian Federation,2013,688.0
Singapore,2013,672.0
Serbia,2013,17.0
Slovakia,2013,240.0
Slovenia,2013,119.0
Sweden,2013,68854.0
Türkiye,2013,20175.0
Kosovo under UNSCR 1244,2013,100.0
Armenia,2014,30.0
Austria,2014,6635.0
Canada,2014,8368.0
Colombia,2014,7469.0
Czechia,2014,2114.0
Germany,2014,183297.0
Dominican Republic,2014,415.0
Honduras,2014,1273.0
Italy,2014,23542.0
Lithuania,2014,1247.0
"China, Macao Special Administrative Region",2014,376.0
Monaco,2014,6.0
Poland,2014,22216.0
Russian Federation,2014,994.0
Singapore,2014,2118.0
Serbia,2014,3.0
Slovakia,2014,51.0
Slovenia,2014,163.0
Sweden,2014,76932.0
Türkiye,2014,16854.0
Kosovo under UNSCR 1244,2014,128.0
Albania,2015,51.0
Armenia,2015,39.0
Antigua and Barbuda,2015,0.0
Austria,2015,7473.0
Canada,2015,9315.0
Colombia,2015,7722.0
Czechia,2015,2391.0
Germany,2015,182278.0
Dominica,2015,0.0
Dominican Republic,2015,356.0
Ecuador,2015,1233.0
United Kingdom (England and Wales),2015,0.0
Greece,2015,900.0
Honduras,2015,1084.0
Italy,2015,26378.0
Lebanon,2015,101.0
Lithuania,2015,946.0
"China, Macao Special Administrative Region",2015,361.0
Monaco,2015,6.0
Mexico,2015,4800.0
Poland,2015,31806.0
Russian Federation,2015,5999.0
Singapore,2015,4207.0
Serbia,2015,4.0
Slovakia,2015,1.0
Slovenia,2015,126.0
Sweden,2015,103067.0
Kosovo under UNSCR 1244,2015,117.0
Albania,2016,51.0
United Arab Emirates,2016,1005.0
Armenia,2016,48.0
Antigua and Barbuda,2016,0.0
Austria,2016,9672.0
Azerbaijan,2016,3.0
Bulgaria,2016,112.0
Bosnia and Herzegovina,2016,10.0
Barbados,2016,0.0
Canada,2016,12471.0
Colombia,2016,8957.0
Czechia,2016,2379.0
Germany,2016,183529.0
Dominica,2016,0.0
Dominican Republic,2016,352.0
Ecuador,2016,1014.0
Spain,2016,70854.0
United Kingdom (England and Wales),2016,0.0
Greece,2016,891.0
Guyana,2016,0.0
Honduras,2016,1151.0
Croatia,2016,1365.0
Italy,2016,33080.0
Jamaica,2016,1.0
Japan,2016,755.0
Lithuania,2016,470.0
"China, Macao Special Administrative Region",2016,174.0
Monaco,2016,5.0
Mexico,2016,340.0
Mongolia,2016,19.0
Poland,2016,32174.0
Puerto Rico,2016,5.0
Russian Federation,2016,4593.0
Senegal,2016,81.0
Singapore,2016,4320.0
Serbia,2016,11.0
Slovakia,2016,26.0
Slovenia,2016,130.0
Sweden,2016,127808.0
Uganda,2016,106.0
Kosovo under UNSCR 1244,2016,181.0
Albania,2017,77.0
Armenia,2017,67.0
Antigua and Barbuda,2017,0.0
Austria,2017,1056.0
Azerbaijan,2017,2.0
Bulgaria,2017,107.0
Bahamas,2017,104.0
Barbados,2017,12.0
Canada,2017,14788.0
Chile,2017,845.0
Costa Rica,2017,2597.0
Czechia,2017,2492.0
Germany,2017,187100.0
Dominica,2017,0.0
Ecuador,2017,947.0
Spain,2017,94596.0
Greece,2017,1093.0
Croatia,2017,1114.0
Italy,2017,46078.0
Saint Kitts and Nevis,2017,0.0
Lithuania,2017,477.0
"China, Macao Special Administrative Region",2017,156.0
Mexico,2017,63.0
Mongolia,2017,425.0
Oman,2017,32.0
Peru,2017,571.0
Poland,2017,34191.0
Puerto Rico,2017,55.0
Russian Federation,2017,2415.0
Singapore,2017,4419.0
El Salvador,2017,1.0
Serbia,2017,5.0
Slovakia,2017,26.0
Slovenia,2017,177.0
Sweden,2017,134127.0
Saint Vincent and the Grenadines,2017,0.0
Albania,2018,60.0
Armenia,2018,51.0
Antigua and Barbuda,2018,0.0
Austria,2018,1420.0
Azerbaijan,2018,1.0
Bulgaria,2018,121.0
Bahamas,2018,146.0
Bosnia and Herzegovina,2018,50.0
Barbados,2018,12.0
Canada,2018,18294.0
Chile,2018,1028.0
Colombia,2018,22092.0
Costa Rica,2018,2869.0
Czechia,2018,2743.0
Germany,2018,205735.0
Dominica,2018,0.0
Ecuador,2018,1453.0
Spain,2018,136344.0
Greece,2018,1448.0
Guyana,2018,0.0
Croatia,2018,1310.0
Italy,2018,60111.0
Saint Kitts and Nevis,2018,0.0
Lithuania,2018,570.0
"China, Macao Special Administrative Region",2018,221.0
Mexico,2018,352.0
Malta,2018,3.0
Montenegro,2018,1.0
Mongolia,2018,521.0
Oman,2018,106.0
Peru,2018,1816.0
Poland,2018,36586.0
Paraguay,2018,13.0
Russian Federation,2018,5885.0
Singapore,2018,4928.0
El Salvador,2018,0.0
Serbia,2018,5.0
Slovakia,2018,57.0
Slovenia,2018,219.0
Sweden,2018,172668.0
Saint Vincent and the Grenadines,2018,0.0
Albania,2019,47.0
Antigua and Barbuda,2019,0.0
Austria,2019,5537.0
Azerbaijan,2019,1.0
Bulgaria,2019,97.0
Bahamas,2019,160.0
Barbados,2019,6.0
Canada,2019,25084.0
Chile,2019,835.0
Colombia,2019,22092.0
Costa Rica,2019,5219.0
Czechia,2019,3912.0
Germany,2019,218270.0
Dominica,2019,0.0
Dominican Republic,2019,5058.0
Ecuador,2019,1715.0
Spain,2019,190643.0
Finland,2019,304.0
United Kingdom (Scotland),2019,3450.0
Greece,2019,630.0
Guyana,2019,0.0
Croatia,2019,1785.0
Ireland,2019,102.0
Iceland,2019,117.0
Italy,2019,78543.0
Saint Kitts and Nevis,2019,0.0
Liechtenstein,2019,33.0
Lithuania,2019,486.0
"China, Macao Special Administrative Region",2019,314.0
Mexico,2019,144.0
Montenegro,2019,2.0
Mongolia,2019,57.0
Peru,2019,7108.0
Poland,2019,46893.0
Russian Federation,2019,18810.0
Singapore,2019,7580.0
El Salvador,2019,27.0
Serbia,2019,4.0
Slovakia,2019,71.0
Slovenia,2019,555.0
Saint Vincent and the Grenadines,2019,1.0
Albania,2020,107.0
Antigua and Barbuda,2020,0.0
Austria,2020,10603.0
Azerbaijan,2020,1.0
Bulgaria,2020,100.0
Bahamas,2020,213.0
Bosnia and Herzegovina,2020,106.0
Belize,2020,0.0
Barbados,2020,11.0
Canada,2020,35305.0
Chile,2020,640.0
Colombia,2020,49359.0
Costa Rica,2020,4048.0
Czechia,2020,3810.0
Germany,2020,234090.0
Dominica,2020,0.0
Dominican Republic,2020,3657.0
Ecuador,2020,2350.0
Spain,2020,255717.0
Finland,2020,2671.0
United Kingdom (Scotland),2020,8580.0
Greece,2020,1191.0
Grenada,2020,0.0
Guyana,2020,0.0
Croatia,2020,951.0
Ireland,2020,72.0
Iceland,2020,115.0
Italy,2020,98617.0
Saint Kitts and Nevis,2020,0.0
Liechtenstein,2020,62.0
Lithuania,2020,559.0
"China, Macao Special Administrative Region",2020,433.0
Morocco,2020,35.0
Mexico,2020,156.0
Montenegro,2020,3.0
Mongolia,2020,146.0
Oman,2020,301.0
Peru,2020,8897.0
Poland,2020,48932.0
Russian Federation,2020,26574.0
Singapore,2020,12242.0
El Salvador,2020,73.0
Serbia,2020,2.0
Slovakia,2020,62.0
Slovenia,2020,455.0
Saint Vincent and the Grenadines,2020,0.0
Albania,2021,167.0
Antigua and Barbuda,2021,0.0
Austria,2021,12701.0
Bulgaria,2021,122.0
Bahamas,2021,140.0
Belize,2021,1.0
Barbados,2021,0.0
Canada,2021,40260.0
Chile,2021,241.0
Colombia,2021,52224.0
Costa Rica,2021,8016.0
Czechia,2021,5139.0
Germany,2021,249534.0
Dominica,2021,0.0
Ecuador,2021,5146.0
Spain,2021,199321.0
Finland,2021,3496.0
United Kingdom (Scotland),2021,8010.0
Greece,2021,3709.0
Grenada,2021,0.0
Guyana,2021,4.0
Croatia,2021,1158.0
Ireland,2021,108.0
Iceland,2021,147.0
Italy,2021,121498.0
Saint Kitts and Nevis,2021,0.0
Liechtenstein,2021,169.0
Lithuania,2021,1152.0
"China, Macao Special Administrative Region",2021,524.0
Mexico,2021,801.0
Montenegro,2021,7.0
Peru,2021,7697.0
Poland,2021,78088.0
Paraguay,2021,896.0
Singapore,2021,18258.0
El Salvador,2021,170.0
Slovakia,2021,42.0
Slovenia,2021,679.0
Holy See,2021,0.0
Saint Vincent and the Grenadines,2021,2.0
Albania,2022,144.0
Antigua and Barbuda,2022,0.0
Austria,2022,18455.0
Bulgaria,2022,159.0
Bahamas,2022,105.0
Bosnia and Herzegovina,2022,63.0
Belize,2022,1.0
Barbados,2022,0.0
Canada,2022,41340.0
Chile,2022,430.0
Colombia,2022,61993.0
Costa Rica,2022,12690.0
Czechia,2022,8708.0
Germany,2022,243358.0
Dominica,2022,0.0
Algeria,2022,181.0
Ecuador,2022,3077.0
Spain,2022,233932.0
Finland,2022,4965.0
United Kingdom (Scotland),2022,8520.0
Greece,2022,5607.0
Grenada,2022,0.0
Guyana,2022,9.0
Croatia,2022,1425.0
Ireland,2022,100.0
Iceland,2022,112.0
Italy,2022,101698.0
Saint Kitts and Nevis,2022,0.0
Liechtenstein,2022,184.0
Lithuania,2022,2547.0
"China, Macao Special Administrative Region",2022,622.0
Morocco,2022,41.0
Mexico,2022,1035.0
Montenegro,2022,5.0
Oman,2022,664.0
Peru,2022,11970.0
Poland,2022,88866.0
Paraguay,2022,1338.0
Singapore,2022,24605.0
El Salvador,2022,171.0
Serbia,2022,1.0
Slovakia,2022,54.0
Slovenia,2022,758.0
Thailand,2022,10143.0
Holy See,2022,0.0
Saint Vincent and the Grenadines,2022,1.0
Armenia,2013,60.0
Austria,2013,336.0
Canada,2013,263.0
Switzerland,2013,356.0
Colombia,2013,431.0
Czechia,2013,1064.0
Germany,2013,8134.0
Denmark,2013,6.0
Dominican Republic,2013,60.0
Finland,2013,183.0
United Kingdom (Scotland),2013,97.0
Guatemala,2013,273.0
Honduras,2013,15.0
Hungary,2013,13.0
Italy,2013,1891.0
Sri Lanka,2013,8.0
Lithuania,2013,55.0
Netherlands (Kingdom of the),2013,638.0
Poland,2013,289.0
Portugal,2013,27.0
Russian Federation,2013,4011.0
Singapore,2013,208.0
Serbia,2013,28.0
Slovakia,2013,106.0
Slovenia,2013,96.0
Sweden,2013,710.0
Türkiye,2013,741.0
Kosovo under UNSCR 1244,2013,4.0
Armenia,2014,9.0
Austria,2014,426.0
Canada,2014,276.0
Switzerland,2014,386.0
Colombia,2014,390.0
Czechia,2014,1098.0
Germany,2014,8138.0
Denmark,2014,1.0
Dominican Republic,2014,109.0
Finland,2014,211.0
United Kingdom (Scotland),2014,67.0
Guatemala,2014,363.0
Honduras,2014,12.0
Hungary,2014,16.0
Italy,2014,1604.0
Sri Lanka,2014,24.0
Lithuania,2014,60.0
Monaco,2014,50.0
Netherlands (Kingdom of the),2014,655.0
Poland,2014,225.0
Portugal,2014,20.0
Russian Federation,2014,3709.0
Singapore,2014,155.0
Serbia,2014,27.0
Slovakia,2014,110.0
Slovenia,2014,77.0
Sweden,2014,712.0
Türkiye,2014,1108.0
Kosovo under UNSCR 1244,2014,10.0
Albania,2015,341.0
Armenia,2015,4.0
Austria,2015,457.0
Belgium,2015,855.0
Bulgaria,2015,21.0
Canada,2015,248.0
Switzerland,2015,367.0
Colombia,2015,447.0
Czechia,2015,865.0
Germany,2015,9641.0
Dominica,2015,6.0
Denmark,2015,17.0
Dominican Republic,2015,45.0
Ecuador,2015,92.0
Estonia,2015,26.0
Finland,2015,176.0
United Kingdom (England and Wales),2015,0.0
United Kingdom (Scotland),2015,36.0
Greece,2015,13.0
Guatemala,2015,351.0
Honduras,2015,16.0
Hungary,2015,17.0
Italy,2015,2055.0
Kyrgyzstan,2015,6.0
Lebanon,2015,37.0
Liechtenstein,2015,66.0
Sri Lanka,2015,9.0
Lithuania,2015,98.0
Monaco,2015,54.0
Malta,2015,38.0
Myanmar,2015,1.0
Netherlands (Kingdom of the),2015,570.0
New Zealand,2015,1640.0
Poland,2015,455.0
Portugal,2015,25.0
Romania,2015,991.0
Russian Federation,2015,3366.0
Singapore,2015,112.0
Serbia,2015,5.0
Slovakia,2015,105.0
Slovenia,2015,61.0
Sweden,2015,1969.0
Kosovo under UNSCR 1244,2015,7.0
Albania,2016,365.0
United Arab Emirates,2016,100.0
Armenia,2016,4.0
Austria,2016,562.0
Azerbaijan,2016,5.0
Belgium,2016,882.0
Bulgaria,2016,31.0
Bosnia and Herzegovina,2016,19.0
Barbados,2016,4.0
Canada,2016,237.0
Switzerland,2016,663.0
Colombia,2016,488.0
Czechia,2016,1180.0
Germany,2016,11541.0
Dominica,2016,11.0
Denmark,2016,4.0
Dominican Republic,2016,10.0
Ecuador,2016,92.0
Spain,2016,262.0
Estonia,2016,68.0
Finland,2016,370.0
France,2016,914.0
United Kingdom (England and Wales),2016,0.0
United Kingdom (Scotland),2016,20.0
Greece,2016,26.0
Guatemala,2016,299.0
Guyana,2016,0.0
Honduras,2016,15.0
Croatia,2016,58.0
Hungary,2016,51.0
Indonesia,2016,158.0
Italy,2016,1805.0
Japan,2016,499.0
Kyrgyzstan,2016,6.0
Liechtenstein,2016,68.0
Sri Lanka,2016,8.0
Lithuania,2016,32.0
Latvia,2016,120.0
Monaco,2016,47.0
Mexico,2016,94.0
Malta,2016,77.0
Myanmar,2016,3.0
Mongolia,2016,0.0
Netherlands (Kingdom of the),2016,610.0
Norway,2016,114.0
New Zealand,2016,1699.0
Poland,2016,338.0
Portugal,2016,18.0
Romania,2016,954.0
Russian Federation,2016,3105.0
Senegal,2016,17.0
Singapore,2016,63.0
Serbia,2016,12.0
Slovakia,2016,116.0
Slovenia,2016,51.0
Sweden,2016,1971.0
Kosovo under UNSCR 1244,2016,4.0
Albania,2017,379.0
Armenia,2017,0.0
Austria,2017,622.0
Azerbaijan,2017,2.0
Belgium,2017,905.0
Bulgaria,2017,45.0
Bahamas,2017,4.0
Barbados,2017,5.0
Bhutan,2017,0.0
Botswana,2017,7.0
Canada,2017,328.0
Switzerland,2017,807.0
Chile,2017,8.0
Colombia,2017,466.0
Costa Rica,2017,128.0
Czechia,2017,933.0
Germany,2017,10015.0
Dominica,2017,13.0
Denmark,2017,113.0
Ecuador,2017,127.0
Spain,2017,260.0
Estonia,2017,41.0
Finland,2017,473.0
France,2017,1013.0
United Kingdom (Scotland),2017,32.0
Greece,2017,29.0
Guatemala,2017,299.0
"China, Hong Kong Special Administrative Region",2017,763.0
Croatia,2017,6.0
Hungary,2017,87.0
Italy,2017,1941.0
Kyrgyzstan,2017,5.0
Saint Kitts and Nevis,2017,2.0
Liechtenstein,2017,49.0
Sri Lanka,2017,19.0
Lithuania,2017,21.0
Latvia,2017,123.0
Mexico,2017,460.0
Malta,2017,58.0
Mongolia,2017,3.0
Netherlands (Kingdom of the),2017,700.0
Norway,2017,116.0
New Zealand,2017,1473.0
Oman,2017,3.0
Panama,2017,63.0
Poland,2017,371.0
Puerto Rico,2017,93.0
Portugal,2017,25.0
Romania,2017,636.0
Russian Federation,2017,3034.0
Singapore,2017,84.0
El Salvador,2017,47.0
Serbia,2017,37.0
Slovakia,2017,117.0
Sweden,2017,3137.0
Trinidad and Tobago,2017,43.0
Ukraine,2017,99.0
Saint Vincent and the Grenadines,2017,1.0
Venezuela (Bolivarian Republic of),2017,29.0
Kosovo under UNSCR 1244,2017,5.0
Albania,2018,351.0
Armenia,2018,8.0
Austria,2018,666.0
Azerbaijan,2018,6.0
Belgium,2018,1354.0
Bulgaria,2018,38.0
Bahamas,2018,47.0
Bosnia and Herzegovina,2018,25.0
Barbados,2018,6.0
Bhutan,2018,4.0
Botswana,2018,39.0
Canada,2018,232.0
Switzerland,2018,1225.0
Chile,2018,13.0
Colombia,2018,889.0
Costa Rica,2018,204.0
Czechia,2018,780.0
Germany,2018,8652.0
Djibouti,2018,0.0
Dominica,2018,4.0
Denmark,2018,105.0
Ecuador,2018,102.0
Spain,2018,272.0
Estonia,2018,101.0
Finland,2018,426.0
France,2018,1266.0
United Kingdom (Scotland),2018,76.0
Greece,2018,26.0
Guatemala,2018,200.0
Guyana,2018,0.0
"China, Hong Kong Special Administrative Region",2018,1200.0
Honduras,2018,4.0
Croatia,2018,26.0
Hungary,2018,241.0
Iceland,2018,104.0
Italy,2018,1959.0
Saint Kitts and Nevis,2018,3.0
Liechtenstein,2018,49.0
Sri Lanka,2018,13.0
Lithuania,2018,55.0
Latvia,2018,196.0
Mexico,2018,464.0
Malta,2018,33.0
Myanmar,2018,22.0
Montenegro,2018,184.0
Mongolia,2018,24.0
Netherlands (Kingdom of the),2018,901.0
Norway,2018,94.0
New Zealand,2018,1435.0
Oman,2018,23.0
Panama,2018,84.0
Poland,2018,479.0
Portugal,2018,31.0
Paraguay,2018,17.0
State of Palestine,2018,41.0
Romania,2018,438.0
Russian Federation,2018,2920.0
Singapore,2018,137.0
El Salvador,2018,12.0
Serbia,2018,137.0
Slovakia,2018,111.0
Sweden,2018,6787.0
Syrian Arab Republic,2018,1.0
Trinidad and Tobago,2018,2.0
Ukraine,2018,117.0
Saint Vincent and the Grenadines,2018,0.0
Venezuela (Bolivarian Republic of),2018,601.0
Kosovo under UNSCR 1244,2018,3.0
Albania,2019,401.0
Austria,2019,430.0
Azerbaijan,2019,12.0
Belgium,2019,2375.0
Bulgaria,2019,31.0
Bahamas,2019,20.0
Bolivia (Plurinational State of),2019,22.0
Barbados,2019,12.0
Bhutan,2019,0.0
Botswana,2019,20.0
Canada,2019,267.0
Switzerland,2019,1772.0
Chile,2019,8.0
Colombia,2019,889.0
Costa Rica,2019,237.0
Czechia,2019,626.0
Germany,2019,9764.0
Denmark,2019,258.0
Ecuador,2019,82.0
Spain,2019,295.0
Estonia,2019,190.0
Finland,2019,452.0
France,2019,1712.0
Greece,2019,36.0
Guatemala,2019,318.0
Guyana,2019,0.0
"China, Hong Kong Special Administrative Region",2019,1158.0
Croatia,2019,41.0
Hungary,2019,188.0
Ireland,2019,254.0
Iceland,2019,245.0
Italy,2019,2218.0
Japan,2019,537.0
Saint Kitts and Nevis,2019,1.0
Liechtenstein,2019,70.0
Lithuania,2019,52.0
Latvia,2019,335.0
"China, Macao Special Administrative Region",2019,8.0
Mexico,2019,626.0
Malta,2019,36.0
Montenegro,2019,36.0
Mongolia,2019,54.0
Netherlands (Kingdom of the),2019,1380.0
Norway,2019,140.0
Panama,2019,94.0
Poland,2019,1290.0
Portugal,2019,36.0
State of Palestine,2019,82.0
Romania,2019,642.0
Russian Federation,2019,2445.0
Singapore,2019,268.0
El Salvador,2019,34.0
Serbia,2019,175.0
Slovakia,2019,62.0
Slovenia,2019,59.0
Sweden,2019,6773.0
Thailand,2019,398.0
Trinidad and Tobago,2019,9.0
